date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:35	76476/76476	U--MCZ	200	updated ('OK')	text/html	etag:W/%2212abc-27GgAtAgrb3n5CCsc5AjW8zseHo%22	https://www.overleaf.com/learn/latex/International_language_support	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/International_language_support.html	(from https://www.overleaf.com/learn)
18:54:35	109705/109705	U--MCZ	200	updated ('OK')	text/html	etag:W/%221ac89-f1rw6ANda6ScicKDhlyK4dB1Z48%22	https://www.overleaf.com/learn/latex/Tables	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Tables.html	(from https://www.overleaf.com/learn)
18:54:35	58373/58373	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e405-XGHFoXhRhfWL5MIEHjz0WEaQQJc%22	https://www.overleaf.com/learn/latex/Chinese	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Chinese.html	(from https://www.overleaf.com/learn)
18:54:36	66048/66048	---MCZ	200	added ('OK')	text/html	etag:W/%2210200-Ah/4kHpFeUSKi59RUoP5dz+e1hQ%22	https://www.overleaf.com/learn/latex/Page_numbering	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Page_numbering.html	(from https://www.overleaf.com/learn)
18:54:36	63443/63443	U--MCZ	200	updated ('OK')	text/html	etag:W/%22f7d3-mf2bS+u/EflA1psLLaqWSAzJiIY%22	https://www.overleaf.com/learn/latex/German	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/German.html	(from https://www.overleaf.com/learn)
18:54:36	64176/64176	U--MCZ	200	updated ('OK')	text/html	etag:W/%22fab0-d9V/xjcYt7/DmEHlAukYeGqNakQ%22	https://www.overleaf.com/learn/latex/French	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/French.html	(from https://www.overleaf.com/learn)
18:54:36	63655/63655	U--MCZ	200	updated ('OK')	text/html	etag:W/%22f8a7-USzc6S1xHyqSB6D5i8IuhAmhSvI%22	https://www.overleaf.com/learn/latex/Greek	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Greek.html	(from https://www.overleaf.com/learn)
18:54:36	180/180	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Apr%202024%2013:24:36%20GMT	https://www.overleaf.com/learn/latex/Paragraph_formatting	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Paragraph_formatting.44.delayed	(from https://www.overleaf.com/learn)
18:54:36	75175/75175	U--MCZ	200	updated ('OK')	text/html	etag:W/%22125a7-KixKqyT3hKmmTz3nTgu02NuFXrQ%22	https://www.overleaf.com/learn/latex/Japanese	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Japanese.html	(from https://www.overleaf.com/learn)
18:54:36	63205/63205	U--MCZ	200	updated ('OK')	text/html	etag:W/%22f6e5-Psd8HW2GgQtDOLo9f70QcmQ44a4%22	https://www.overleaf.com/learn/latex/Italian	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Italian.html	(from https://www.overleaf.com/learn)
18:54:37	60669/60669	U--MCZ	200	updated ('OK')	text/html	etag:W/%22ecfd-rhMKMmDu7J8s7HjZl6mfOCLlRfU%22	https://www.overleaf.com/learn/latex/Korean	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Korean.html	(from https://www.overleaf.com/learn)
18:54:37	63550/63550	U--MCZ	200	updated ('OK')	text/html	etag:W/%22f83e-ndxB5Z3lB6r+ZqUgaCnRkehvbmw%22	https://www.overleaf.com/learn/latex/Portuguese	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Portuguese.html	(from https://www.overleaf.com/learn)
18:54:37	73697/73697	U--MCZ	200	updated ('OK')	text/html	etag:W/%2211fe1-jy9MqZ8eH5NWoJhwOlnys33SOgg%22	https://www.overleaf.com/learn/latex/Russian	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Russian.html	(from https://www.overleaf.com/learn)
18:54:37	65046/65046	U--MCZ	200	updated ('OK')	text/html	etag:W/%22fe16-xGR3QhlwrNMORetWYuUMUxUcVMM%22	https://www.overleaf.com/learn/latex/Spanish	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Spanish.html	(from https://www.overleaf.com/learn)
18:54:37	73000/73000	U--MCZ	200	updated ('OK')	text/html	etag:W/%2211d28-20b/3tkrzV3g8jKLoOuX+/ibnwY%22	https://www.overleaf.com/learn/latex/Multilingual_typesetting_on_Overleaf_using_polyglossia_and_fontspec	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Multilingual_typesetting_on_Overleaf_using_polyglossia_and_fontspec.html	(from https://www.overleaf.com/learn)
18:54:38	50662/50662	U--MCZ	200	updated ('OK')	text/html	etag:W/%22c5e6-0VE9O8YZ8TsBoHCBmBqLSbgbwrQ%22	https://www.overleaf.com/learn/latex/Articles	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Articles.html	(from https://www.overleaf.com/learn)
18:54:38	59252/59252	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e774-LfxZbUkzhaiOME1OBv8fcmpEnqc%22	https://www.overleaf.com/learn/latex/Choosing_a_LaTeX_Compiler	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Choosing_a_LaTeX_Compiler.html	(from https://www.overleaf.com/learn)
18:54:38	53932/53932	U--MCZ	200	updated ('OK')	text/html	etag:W/%22d2ac-wpbWpQKaxypBD44vwFO89QXqHAk%22	https://www.overleaf.com/learn/latex/Using_the_History_feature	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Using_the_History_feature.html	(from https://www.overleaf.com/learn)
18:54:38	52875/52875	U--MCZ	200	updated ('OK')	text/html	etag:W/%22ce8b-WKGAB2UfRWAZzu/5wD7SVWl6CTc%22	https://www.overleaf.com/learn/latex/Errors	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Errors.html	(from https://www.overleaf.com/learn)
18:54:39	70405/70405	U--MCZ	200	updated ('OK')	text/html	etag:W/%2211305-ZUhBatRUnP3paTnb30dzY1zZnWA%22	https://www.overleaf.com/learn/latex/Subscripts_and_superscripts	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Subscripts_and_superscripts.html	(from https://www.overleaf.com/learn)
18:54:39	50324/50324	U--MCZ	200	updated ('OK')	text/html	etag:W/%22c494-Ipn5dicJtXoWclAb6CJ/n7PW8qA%22	https://www.overleaf.com/learn/latex/Matrices	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Matrices.html	(from https://www.overleaf.com/learn)
18:54:39	65894/65894	U--MCZ	200	updated ('OK')	text/html	etag:W/%2210166-dS8zdmBn2TytMD6/6sN8/a10O8A%22	https://www.overleaf.com/learn/latex/Brackets_and_Parentheses	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Brackets_and_Parentheses.html	(from https://www.overleaf.com/learn)
18:54:39	72701/72701	U--MCZ	200	updated ('OK')	text/html	etag:W/%2211bfd-UNsniVLLANbZNGw4i6BTWx1FfXg%22	https://www.overleaf.com/learn/latex/Fractions_and_Binomials	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Fractions_and_Binomials.html	(from https://www.overleaf.com/learn)
18:54:39	73157/73157	U--MCZ	200	updated ('OK')	text/html	etag:W/%2211dc5-1raXgjOQ9aQx5ylBqpqYGuMI43M%22	https://www.overleaf.com/learn/latex/Operators	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Operators.html	(from https://www.overleaf.com/learn)
18:54:40	59603/59603	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e8d3-lLFVPSIoEkyYvMNWYPwpmWIe8As%22	https://www.overleaf.com/learn/latex/Aligning_equations_with_amsmath	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Aligning_equations_with_amsmath.html	(from https://www.overleaf.com/learn)
18:54:40	56172/56172	U--MCZ	200	updated ('OK')	text/html	etag:W/%22db6c-L9mvQrLyprKqwlTp8/ycdo3v5ZU%22	https://www.overleaf.com/learn/latex/Spacing_in_math_mode	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Spacing_in_math_mode.html	(from https://www.overleaf.com/learn)
18:54:40	63205/63205	---MCZ	200	added ('OK')	text/html	etag:W/%22f6e5-6ota/qa8MvLoHckXhrCt+JGh/wQ%22	https://www.overleaf.com/learn/latex/Line_breaks_and_blank_spaces	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Line_breaks_and_blank_spaces.html	(from https://www.overleaf.com/learn)
18:54:40	58360/58360	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e3f8-K1QbwqtsSRa/KSgXZ+q4l2iBWaY%22	https://www.overleaf.com/learn/latex/Integrals%2C_sums_and_limits	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Integrals,_sums_and_limits.html	(from https://www.overleaf.com/learn)
18:54:40	57850/57850	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e1fa-19pQqPmGkQnYjI3VP8CRchREeQc%22	https://www.overleaf.com/learn/latex/Display_style_in_math_mode	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Display_style_in_math_mode.html	(from https://www.overleaf.com/learn)
18:54:41	115779/115779	U--MCZ	200	updated ('OK')	text/html	etag:W/%221c443-CUixNIl+rvGCeAwhCK5+/NcHmY8%22	https://www.overleaf.com/learn/latex/List_of_Greek_letters_and_math_symbols	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/List_of_Greek_letters_and_math_symbols.html	(from https://www.overleaf.com/learn)
18:54:43	52779/52779	U--MCZ	200	updated ('OK')	text/html	etag:W/%22ce2b-UAFwmtYKKn65eyLnjSX9+oxODqY%22	https://www.overleaf.com/learn/latex/Mathematical_fonts	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Mathematical_fonts.html	(from https://www.overleaf.com/learn)
18:54:43	50342/50342	U--MCZ	200	updated ('OK')	text/html	etag:W/%22c4a6-vpR3enHhNp98uGDcSWmbO4wy26A%22	https://www.overleaf.com/learn/latex/Lists_of_tables_and_figures	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Lists_of_tables_and_figures.html	(from https://www.overleaf.com/learn)
18:54:43	67748/67748	---MCZ	200	added ('OK')	text/html	etag:W/%22108a4-mAnAot9aY2ozfiKBuif2HvmMEO0%22	https://www.overleaf.com/learn/latex/Text_alignment	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Text_alignment.html	(from https://www.overleaf.com/learn)
18:54:43	82540/82540	U--MCZ	200	updated ('OK')	text/html	etag:W/%221426c-wPr3mvl6yKJ8nhtaaGLqG2UgO6o%22	https://www.overleaf.com/learn/latex/Positioning_images_and_tables	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Positioning_images_and_tables.html	(from https://www.overleaf.com/learn)
18:54:44	93375/93375	U--MCZ	200	updated ('OK')	text/html	etag:W/%2216cbf-9rWH6zPTr1e6tYrtQeCJMHJK+6U%22	https://www.overleaf.com/learn/latex/Picture_environment	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Picture_environment.html	(from https://www.overleaf.com/learn)
18:54:48	63974/63974	U--MCZ	200	updated ('OK')	text/html	etag:W/%22f9e6-MeKd9FatP4qEXxgZ2CbhdL8HPFs%22	https://www.overleaf.com/learn/latex/Bibliography_management_with_natbib	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Bibliography_management_with_natbib.html	(from https://www.overleaf.com/learn)
18:54:48	66319/66319	U--MCZ	200	updated ('OK')	text/html	etag:W/%221030f-eJyYIJvZC2uf7YHqgAU5mOtMve0%22	https://www.overleaf.com/learn/latex/TikZ_package	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/TikZ_package.html	(from https://www.overleaf.com/learn)
18:54:48	59564/59564	---MCZ	200	added ('OK')	text/html	etag:W/%22e8ac-+HJFwnmzsgg1tAVBCK8K4c982R0%22	https://www.overleaf.com/learn/latex/Page_size_and_margins	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Page_size_and_margins.html	(from https://www.overleaf.com/learn)
18:54:48	88735/88735	U--MCZ	200	updated ('OK')	text/html	etag:W/%2215a9f-vIlaalq3zif//pUo0Xv+vQz9MpU%22	https://www.overleaf.com/learn/latex/Bibliography_management_with_bibtex	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Bibliography_management_with_bibtex.html	(from https://www.overleaf.com/learn)
18:55:06	51179/51179	---MCZ	200	added ('OK')	text/html	etag:W/%22c7eb-zPHRXvEGQc6kwMnAbvGueRhQLEg%22	https://www.overleaf.com/learn/latex/Single_sided_and_double_sided_documents	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Single_sided_and_double_sided_documents.html	(from https://www.overleaf.com/learn)
18:55:06	51979/51979	U--MCZ	200	updated ('OK')	text/html	etag:W/%22cb0b-t0kEpepY3D/T7e4RzwRTzANe/ds%22	https://www.overleaf.com/learn/latex/Bibtex_bibliography_styles	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Bibtex_bibliography_styles.html	(from https://www.overleaf.com/learn)
18:55:06	69887/69887	U--MCZ	200	updated ('OK')	text/html	etag:W/%22110ff-MxhBfPzx+12/VWCkP0Z6YnUEBQw%22	https://www.overleaf.com/learn/latex/Bibliography_management_with_biblatex	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Bibliography_management_with_biblatex.html	(from https://www.overleaf.com/learn)
18:55:06	45488/45488	U--MCZ	200	updated ('OK')	text/html	etag:W/%22b1b0-CRKavOwRbniqcaQiJfY4OubRJP8%22	https://www.overleaf.com/learn/latex/Natbib_bibliography_styles	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Natbib_bibliography_styles.html	(from https://www.overleaf.com/learn)
18:55:07	48842/48842	U--MCZ	200	updated ('OK')	text/html	etag:W/%22beca-jWj/Utul4Uf/izqkfyzBItbscjM%22	https://www.overleaf.com/learn/latex/Natbib_citation_styles	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Natbib_citation_styles.html	(from https://www.overleaf.com/learn)
18:55:24	91613/91613	U--MCZ	200	updated ('OK')	text/html	etag:W/%22165dd-/VowDu6hlg5zX+sMmSPbO8h0fPY%22	https://www.overleaf.com/learn/latex/Multilingual_typesetting_on_Overleaf_using_babel_and_fontspec	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Multilingual_typesetting_on_Overleaf_using_babel_and_fontspec.html	(from https://www.overleaf.com/learn)
18:55:24	65244/65244	---MCZ	200	added ('OK')	text/html	etag:W/%22fedc-zZH2iK8gSp5t2veJHzURBCPqfb0%22	https://www.overleaf.com/learn/latex/Multiple_columns	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Multiple_columns.html	(from https://www.overleaf.com/learn)
18:55:24	54886/54886	U--MCZ	200	updated ('OK')	text/html	etag:W/%22d666-o0Fej4A7rqHggpBHy+Hk8SZAVQQ%22	https://www.overleaf.com/learn/latex/Biblatex_citation_styles	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Biblatex_citation_styles.html	(from https://www.overleaf.com/learn)
18:55:24	49944/49944	U--MCZ	200	updated ('OK')	text/html	etag:W/%22c318-TLoecnSgv092l6D/beWEwI9yYXc%22	https://www.overleaf.com/learn/latex/Biblatex_bibliography_styles	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Biblatex_bibliography_styles.html	(from https://www.overleaf.com/learn)
18:55:25	65644/65644	U--MCZ	200	updated ('OK')	text/html	etag:W/%221006c-o0DMjzyjOV6GZUu/Q/Xnm+tYfts%22	https://www.overleaf.com/learn/latex/Typesetting_quotations	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Typesetting_quotations.html	(from https://www.overleaf.com/learn)
18:55:40	78839/78839	U--MCZ	200	updated ('OK')	text/html	etag:W/%22133f7-hHHw+X+Ph2YRIusL3U/hOnrFjw8%22	https://www.overleaf.com/learn/latex/Sections_and_chapters	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Sections_and_chapters.html	(from https://www.overleaf.com/learn)
18:55:40	58651/58651	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e51b-nlYV7rMlCNEnGuBq/SNXH+cNsfM%22	https://www.overleaf.com/learn/latex/Cross_referencing_sections%2C_equations_and_floats	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Cross_referencing_sections,_equations_and_floats.html	(from https://www.overleaf.com/learn)
18:55:40	51676/51676	U--MCZ	200	updated ('OK')	text/html	etag:W/%22c9dc-+a4TMTFEyD51bciEm+P8bwP3sg4%22	https://www.overleaf.com/learn/latex/Table_of_contents	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Table_of_contents.html	(from https://www.overleaf.com/learn)
18:55:40	119855/119855	---MCZ	200	added ('OK')	text/html	etag:W/%221d42f-C84uxkFava8e5ue9GszRTjtcHg0%22	https://www.overleaf.com/learn/latex/Counters	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Counters.html	(from https://www.overleaf.com/learn)
18:55:41	74721/74721	U--MCZ	200	updated ('OK')	text/html	etag:W/%22123e1-oe3Yb+R70aS+nl5kgRftarZ/1EE%22	https://www.overleaf.com/learn/latex/Indices	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Indices.html	(from https://www.overleaf.com/learn)
18:55:57	66718/66718	U--MCZ	200	updated ('OK')	text/html	etag:W/%221049e-j7IVrUGhlwsKbwKlgedjYg+vQgA%22	https://www.overleaf.com/learn/latex/Management_in_a_large_project	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Management_in_a_large_project.html	(from https://www.overleaf.com/learn)
18:55:57	75910/75910	U--MCZ	200	updated ('OK')	text/html	etag:W/%2212886-zI6nEzKWZNmNuexsL4Vr8l245h0%22	https://www.overleaf.com/learn/latex/Glossaries	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Glossaries.html	(from https://www.overleaf.com/learn)
18:55:57	75372/75372	---MCZ	200	added ('OK')	text/html	etag:W/%221266c-VmjpYd52GqNZynUo8HBb2fKnbgE%22	https://www.overleaf.com/learn/latex/Code_listing	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Code_listing.html	(from https://www.overleaf.com/learn)
18:55:57	83696/83696	U--MCZ	200	updated ('OK')	text/html	etag:W/%22146f0-dHge/nlJRiAc8CDuh/Al9a6EeG0%22	https://www.overleaf.com/learn/latex/Nomenclatures	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Nomenclatures.html	(from https://www.overleaf.com/learn)
18:55:58	68529/68529	U--MCZ	200	updated ('OK')	text/html	etag:W/%2210bb1-UTW5OcUkSnQl+vLfvg5cqPF+mdY%22	https://www.overleaf.com/learn/latex/Multi-file_LaTeX_projects	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Multi-file_LaTeX_projects.html	(from https://www.overleaf.com/learn)
18:55:58	81595/81595	---MCZ	200	added ('OK')	text/html	etag:W/%2213ebb-DnJjzjlETzLJ0UnF4Vo5zTBUPe4%22	https://www.overleaf.com/learn/latex/Code_Highlighting_with_minted	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Code_Highlighting_with_minted.html	(from https://www.overleaf.com/learn)
18:55:58	214639/214639	U--MCZ	200	updated ('OK')	text/html	etag:W/%223466f-J6yNjd5ymUpyjlQjxUCakCAeH3c%22	https://www.overleaf.com/learn/latex/Articles/How_to_change_paragraph_spacing_in_LaTeX	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Articles/How_to_change_paragraph_spacing_in_LaTeX.html	(from https://www.overleaf.com/learn)
18:55:58	124/124	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Apr%202024%2013:25:58%20GMT	https://www.overleaf.com/learn/latex/Using_colours_in_LaTeX	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Using_colours_in_LaTeX.4e.delayed	(from https://www.overleaf.com/learn)
18:55:59	104163/104163	---MCZ	200	added ('OK')	text/html	etag:W/%22196e3-xf42S2TVBi0dr4akwywmuQnK6N8%22	https://www.overleaf.com/learn/latex/Using_colors_in_LaTeX	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Using_colors_in_LaTeX.html	(from https://www.overleaf.com/learn)
18:56:00	102440/102440	---MCZ	200	added ('OK')	text/html	etag:W/%2219028-2ilmfN3z0jUvIvIokRTklV83L5g%22	https://www.overleaf.com/learn/latex/Footnotes	C:/Users/aayus/Downloads/httt/overleaf/www.overleaf.com/learn/latex/Footnotes.html	(from https://www.overleaf.com/learn)
